0	2023-05-06 11:51:18Z	Sorry, planned but not yet available
1	2023-05-06 14:00:08Z	Tworzenie rozszerzeń do WordPressa z zachowaniem zasad DI
2	2023-05-06 14:14:56Z	Przykre zapaszki w kontekście odwracania zależności
3	2023-05-06 14:50:31Z	Jakie wartości przynosi zasada odwracania zależności
4	2023-05-11 14:56:12Z	Serwisy powinny być bezstanowe
